"market","ticker","name","cik","yahoo_symbol","xueqiu_symbol","cninfo_plate","rss_urls","notes"
"SZ","300444","双杰电气","","300444.SZ","SZ300444","sz","","C38电气机械和器材制造业"
"SZ","300448","浩云科技","","300448.SZ","SZ300448","sz","","I65软件和信息技术服务业"
"SZ","300449","汉邦高科","","300449.SZ","SZ300449","sz","","C39计算机、通信和其他电子设备制造业"
"SZ","300450","先导智能","","300450.SZ","SZ300450","sz","","C35专用设备制造业"
"SZ","300451","创业慧康","","300451.SZ","SZ300451","sz","","I65软件和信息技术服务业"
"SZ","300454","深信服","","300454.SZ","SZ300454","sz","","I65软件和信息技术服务业"
"SZ","300455","航天智装","","300455.SZ","SZ300455","sz","","C39计算机、通信和其他电子设备制造业"
"SZ","300456","赛微电子","","300456.SZ","SZ300456","sz","","C39计算机、通信和其他电子设备制造业"
"SZ","300457","赢合科技","","300457.SZ","SZ300457","sz","","C35专用设备制造业"
"SZ","300458","全志科技","","300458.SZ","SZ300458","sz","","C39计算机、通信和其他电子设备制造业"
"SZ","300459","汤姆猫","","300459.SZ","SZ300459","sz","","I64互联网和相关服务"
"SZ","300465","高伟达","","300465.SZ","SZ300465","sz","","I65软件和信息技术服务业"
"SZ","300466","赛摩智能","","300466.SZ","SZ300466","sz","","C40仪器仪表制造业"
"SZ","300467","迅游科技","","300467.SZ","SZ300467","sz","","I64互联网和相关服务"
"SZ","300468","四方精创","","300468.SZ","SZ300468","sz","","I65软件和信息技术服务业"
"SZ","300469","信息发展","","300469.SZ","SZ300469","sz","","I65软件和信息技术服务业"
"SZ","300474","景嘉微","","300474.SZ","SZ300474","sz","","C39计算机、通信和其他电子设备制造业"
"SZ","300476","胜宏科技","","300476.SZ","SZ300476","sz","","C39计算机、通信和其他电子设备制造业"
"SZ","300479","神思电子","","300479.SZ","SZ300479","sz","","I65软件和信息技术服务业"
"SZ","300480","光力科技","","300480.SZ","SZ300480","sz","","C35专用设备制造业"
"SZ","300486","东杰智能","","300486.SZ","SZ300486","sz","","C34通用设备制造业"
"SZ","300489","光智科技","","300489.SZ","SZ300489","sz","","C39计算机、通信和其他电子设备制造业"
